Crash Year,Crash Month,Crash Day,Time of Day,City or Township,Crash: Intersection,Crash: Hit-and-Run,Lighting Conditions,Highway Class,Highway Number,Speed Limit at Crash Site,Weather Conditions (2016+),Worst Injury in Crash,Traffic Control,Trafficway,Crash Type
2017,July,9,12:00 midnight - 1:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,40,Clear,Suspected serious injury (A),None,"Divided highway, median strip, with traffic barrier",Single motor vehicle
2017,May,13,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Cloudy,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other
2017,October,23,3:00 PM - 4:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,U.S. route,M-12\US-12\US-12BL\US-12BR,25,Rain,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2017,March,19,1:00 PM - 2:00 PM,Wayne County: Redford Twp.,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-102\US-102,25,Clear,No injury (O),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2017,November,2,7:00 AM - 8:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Rain,Possible injury (C),Signal,"Divided highway, median strip, without traffic barrier",Other
2017,April,15,12:00 midnight - 1:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle
2017,May,2,9:00 PM - 10:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-53,30,Cloudy,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Unknown
2017,December,4,7:00 AM - 8:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2017,December,30,7:00 PM - 8:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),Stop sign,"Divided highway, median strip, without traffic barrier",Unknown
2017,October,24,7:00 PM - 8:00 PM,Wayne County: Westland,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,40,Rain,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other
2017,June,9,9:00 AM - 10:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2017,July,14,11:00 PM - 12:00 midnight,Wayne County: Romulus,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2017,October,28,11:00 PM - 12:00 midnight,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other
2017,November,16,6:00 AM - 7:00 AM,Wayne County: Plymouth Twp.,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other
2017,August,19,1:00 PM - 2:00 PM,Wayne County: Livonia,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,"Two-way, with continuous left-turn lane",Single motor vehicle
2017,October,11,4:00 PM - 5:00 PM,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Daylight,U.S. route,M-24\US-24\US-24BR,45,Rain,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2017,February,25,2:00 PM - 3:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,One-way trafficway,Single motor vehicle
2017,October,25,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,U.S. route,M-12\US-12\US-12BL\US-12BR,35,Clear,No injury (O),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2017,September,21,3:00 PM - 4:00 PM,Wayne County: Plymouth Twp.,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other
2017,October,11,7:00 AM - 8:00 AM,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Dawn,"County road, city street, or unknown",Local road or unknown,25,Rain,Suspected minor injury (B),Stop sign,Not physically divided (two-way trafficway),Other
2017,June,27,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other
2017,May,12,4:00 PM - 5:00 PM,Wayne County: Plymouth,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2017,June,9,9:00 PM - 10:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,No injury (O),Stop sign,"Two-way, with continuous left-turn lane",Single motor vehicle
2017,February,10,7:00 PM - 8:00 PM,Wayne County: Romulus,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,45,Clear,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle
2017,May,5,9:00 AM - 10:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Rain,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other
2017,November,12,5:00 PM - 6:00 PM,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-153,10,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2017,May,24,9:00 AM - 10:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,No injury (O),None,Not physically divided (two-way trafficway),Unknown
2017,November,1,1:00 AM - 2:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Unknown,"County road, city street, or unknown",Local road or unknown,35,Unknown,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Other
2017,February,26,10:00 AM - 11:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2017,March,6,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Rain,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other
2017,September,20,4:00 PM - 5:00 PM,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,40,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2017,July,13,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-53,30,Clear,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2017,October,7,9:00 PM - 10:00 PM,Wayne County: Wayne,Intersection crash,Not hit-and-run,Dark lighted,U.S. route,M-12\US-12\US-12BL\US-12BR,35,Clear,No injury (O),Signal,Not physically divided (two-way trafficway),Other
2017,February,16,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other
2017,February,2,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,25,Cloudy,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other
2017,August,2,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Rain,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other
2017,April,4,11:00 AM - 12:00 noon,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Yield sign,Not physically divided (two-way trafficway),Single motor vehicle
2017,November,20,6:00 PM - 7:00 PM,Wayne County: Redford Twp.,Intersection crash,Hit-and-run,Dark unlighted,Michigan route,M-5,45,Clear,Suspected serious injury (A),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2017,November,6,8:00 AM - 9:00 AM,Wayne County: Wayne,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,50,Cloudy,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2017,November,8,8:00 AM - 9:00 AM,Wayne County: Lincoln Park,Intersection crash,Hit-and-run,Daylight,Michigan route,M-85,25,Clear,No injury (O),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2017,June,23,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,Michigan route,M-3,35,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other
2017,April,18,11:00 AM - 12:00 noon,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2017,August,2,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Rain,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2017,June,8,1:00 PM - 2:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Possible injury (C),Stop sign,"Two-way, with continuous left-turn lane",Other
2017,October,25,7:00 AM - 8:00 AM,Wayne County: Dearborn,Not intersection crash,Hit-and-run,Dark lighted,Michigan route,M-153,35,Clear,Possible injury (C),Signal,"Divided highway, median strip, with traffic barrier",Single motor vehicle
2017,March,16,12:00 noon - 1:00 PM,Wayne County: Lincoln Park,Not intersection crash,Hit-and-run,Daylight,Michigan route,M-85,15,Clear,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle
2017,February,19,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,40,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2017,June,25,10:00 AM - 11:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle
2017,January,17,6:00 PM - 7:00 PM,Wayne County: Highland Park,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected minor injury (B),None,"Divided highway, median strip, with traffic barrier",Other
2017,February,14,9:00 AM - 10:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,45,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other
2017,April,6,12:00 noon - 1:00 PM,Wayne County: Harper Woods,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Rain,Suspected serious injury (A),None,One-way trafficway,Backing
2017,September,2,11:00 PM - 12:00 midnight,Wayne County: Romulus,Intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,45,Clear,Fatal injury (K),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2017,June,24,6:00 PM - 7:00 PM,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other
2017,May,8,3:00 PM - 4:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-53,30,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other
2017,October,14,6:00 PM - 7:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-8\US-8,35,Rain,Possible injury (C),Signal,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2017,August,26,8:00 PM - 9:00 PM,Wayne County: Canton Twp.,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,15,Clear,Suspected minor injury (B),None,"Divided highway, median strip, with traffic barrier",Other
2017,November,19,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Snow,Suspected minor injury (B),Signal,"Divided highway, median strip, with traffic barrier",Single motor vehicle
2017,December,20,10:00 AM - 11:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-97,30,Clear,No injury (O),Signal,Not physically divided (two-way trafficway),Other
