Crash Year,Crash Month,Crash Day,Time of Day,City or Township,Crash: Intersection,Crash: Hit-and-Run,Lighting Conditions,Highway Class,Highway Number,Speed Limit at Crash Site,Weather Conditions (2016+),Worst Injury in Crash,Traffic Control,Trafficway,Crash Type
2018,January,12,12:00 noon - 1:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-5,35,Snow,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other
2018,January,10,10:00 AM - 11:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Rain,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,January,6,9:00 AM - 10:00 AM,Wayne County: Inkster,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,40,Snow,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,June,9,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),None,Not physically divided (two-way trafficway),Other
2018,May,12,9:00 PM - 10:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,U.S. route,M-12\US-12\US-12BL\US-12BR,35,Cloudy,Suspected serious injury (A),None,"Two-way, with continuous left-turn lane",Single motor vehicle
2018,September,2,9:00 PM - 10:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,November,1,5:00 AM - 6:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Rain,Fatal injury (K),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,December,15,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other
2018,September,21,8:00 AM - 9:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other
2018,March,30,1:00 PM - 2:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-1,30,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other
2018,January,11,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Rain,No injury (O),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2018,January,22,7:00 AM - 8:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),None,Not physically divided (two-way trafficway),Other
2018,December,16,6:00 PM - 7:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other
2018,July,18,7:00 PM - 8:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Michigan route,M-102\US-102,40,Clear,Possible injury (C),Signal,"Divided highway, median strip, with traffic barrier",Single motor vehicle
2018,December,4,2:00 PM - 3:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-8\US-8,55,Clear,Suspected minor injury (B),None,"Divided highway, median strip, with traffic barrier",Single motor vehicle
2018,August,6,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Rain,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,October,27,9:00 PM - 10:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Unknown,"County road, city street, or unknown",Local road or unknown,35,Unknown,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,September,3,10:00 PM - 11:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-3,35,Clear,No injury (O),Signal,Not physically divided (two-way trafficway),Other
2018,September,15,3:00 PM - 4:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),Signal,"Divided highway, median strip, without traffic barrier",Other
2018,June,8,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,20,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other
2018,September,21,7:00 AM - 8:00 AM,Wayne County: Allen Park,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,October,24,5:00 PM - 6:00 PM,Wayne County: Westland,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,40,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other
2018,December,9,2:00 PM - 3:00 PM,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,U.S. route,M-12\US-12\US-12BL\US-12BR,35,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other
2018,September,4,3:00 PM - 4:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Fatal injury (K),Signal,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2018,February,26,7:00 AM - 8:00 AM,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2018,February,6,10:00 AM - 11:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Michigan route,M-102\US-102,30,Snow,Suspected serious injury (A),None,"Divided highway, median strip, without traffic barrier",Other
2018,May,17,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other
2018,May,17,1:00 PM - 2:00 PM,Wayne County: Dearborn,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2018,January,19,10:00 PM - 11:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),Signal,"Divided highway, median strip, without traffic barrier",Other
2018,May,1,8:00 AM - 9:00 AM,Wayne County: Southgate,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,45,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,March,11,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other
2018,June,6,12:00 noon - 1:00 PM,Wayne County: Highland Park,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,January,22,1:00 PM - 2:00 PM,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,5,Cloudy,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other
2018,February,18,5:00 PM - 6:00 PM,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,December,3,2:00 AM - 3:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other
2018,December,21,7:00 AM - 8:00 AM,Wayne County: Livonia,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-14\M-14old,40,Clear,Suspected minor injury (B),Signal,"Two-way, with continuous left-turn lane",Single motor vehicle
2018,January,11,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Cloudy,Suspected serious injury (A),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2018,November,13,3:00 PM - 4:00 PM,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,December,19,3:00 PM - 4:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Other
2018,August,23,10:00 AM - 11:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,No injury (O),Signal,"Divided highway, median strip, without traffic barrier",Other
2018,September,20,6:00 AM - 7:00 AM,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Dark lighted,U.S. route,M-24\US-24\US-24BR,45,Cloudy,Suspected minor injury (B),Signal,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2018,December,7,6:00 PM - 7:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-1,35,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other
2018,August,1,11:00 PM - 12:00 midnight,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Michigan route,M-8\US-8,Uncoded & errors,Clear,Fatal injury (K),Signal,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2018,March,10,9:00 PM - 10:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,January,24,9:00 PM - 10:00 PM,Wayne County: Redford Twp.,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,October,29,2:00 PM - 3:00 PM,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other
2018,December,12,7:00 AM - 8:00 AM,Wayne County: Westland,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,40,Cloudy,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,November,23,7:00 PM - 8:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,No injury (O),None,Not physically divided (two-way trafficway),Other
2018,November,24,1:00 AM - 2:00 AM,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Unknown,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,March,2,10:00 AM - 11:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-1,30,Cloudy,Possible injury (C),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2018,November,9,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Rain,No injury (O),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,August,24,1:00 AM - 2:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other
2018,December,20,2:00 PM - 3:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-1,40,Rain,No injury (O),None,Not physically divided (two-way trafficway),Other
2018,April,23,11:00 PM - 12:00 midnight,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,May,5,3:00 PM - 4:00 PM,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,One-way trafficway,Single motor vehicle
2018,August,28,11:00 AM - 12:00 noon,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-96\I-96\I-96BS,35,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other
2018,February,5,7:00 AM - 8:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Snow,Possible injury (C),Signal,"Divided highway, median strip, without traffic barrier",Other
2018,January,27,6:00 PM - 7:00 PM,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,40,Cloudy,Possible injury (C),None,Not physically divided (two-way trafficway),Other
2018,January,19,7:00 AM - 8:00 AM,Wayne County: Westland,Intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,June,6,11:00 AM - 12:00 noon,Wayne County: Inkster,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,40,Clear,Suspected minor injury (B),Signal,"Two-way, with continuous left-turn lane",Other
2018,July,23,2:00 PM - 3:00 PM,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other
2018,October,16,7:00 AM - 8:00 AM,Wayne County: Canton Twp.,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,January,23,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Cloudy,Suspected minor injury (B),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2018,February,24,12:00 noon - 1:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-1,30,Cloudy,Possible injury (C),None,One-way trafficway,Single motor vehicle
2018,August,23,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other
2018,September,6,10:00 AM - 11:00 AM,Wayne County: Northville Twp.,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,December,20,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-3,25,Rain,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,May,8,7:00 PM - 8:00 PM,Wayne County: Romulus,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),None,One-way trafficway,Other
2018,November,2,9:00 PM - 10:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Rain,Possible injury (C),Stop sign,"Divided highway, median strip, with traffic barrier",Single motor vehicle
2018,May,20,5:00 PM - 6:00 PM,Wayne County: Inkster,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,September,16,10:00 PM - 11:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,No injury (O),Signal,Not physically divided (two-way trafficway),Other
2018,November,14,6:00 PM - 7:00 PM,Wayne County: Huron Twp.,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,55,Clear,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,November,10,6:00 PM - 7:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Interstate route,M-94\I-94\I-94BL\I-94BR,Uncoded & errors,Clear,No injury (O),None,Not physically divided (two-way trafficway),Other
2018,November,22,12:00 midnight - 1:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),None,One-way trafficway,Other
2018,June,19,5:00 PM - 6:00 PM,Wayne County: Ecorse,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,No injury (O),Stop sign,One-way trafficway,Other
2018,October,5,8:00 AM - 9:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,December,22,12:00 noon - 1:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Cloudy,Possible injury (C),None,Not physically divided (two-way trafficway),Other
2018,June,25,8:00 AM - 9:00 AM,Wayne County: Dearborn Heights,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,October,14,2:00 AM - 3:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,Possible injury (C),None,"Divided highway, median strip, without traffic barrier",Other
2018,September,15,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,June,28,7:00 PM - 8:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other
2018,November,7,7:00 AM - 8:00 AM,Wayne County: Romulus,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,45,Cloudy,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,December,9,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,U.S. route,M-12\US-12\US-12BL\US-12BR,25,Clear,Fatal injury (K),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,March,14,11:00 AM - 12:00 noon,Wayne County: Dearborn Heights,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,40,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,March,31,9:00 PM - 10:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,45,Clear,Possible injury (C),None,"Two-way, with continuous left-turn lane",Single motor vehicle
2018,November,16,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Michigan route,M-3,35,Clear,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,June,3,1:00 PM - 2:00 PM,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,40,Clear,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,September,22,1:00 PM - 2:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),None,Not physically divided (two-way trafficway),Other
2018,September,24,3:00 PM - 4:00 PM,Wayne County: Allen Park,Intersection crash,Hit-and-run,Daylight,Michigan route,M-39,40,Clear,No injury (O),Signal,One-way trafficway,Single motor vehicle
2018,September,19,5:00 AM - 6:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark unlighted,U.S. route,M-24\US-24\US-24BR,45,Clear,Suspected minor injury (B),Signal,One-way trafficway,Other
2018,June,13,6:00 PM - 7:00 PM,Wayne County: Wood Haven,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other
2018,October,6,7:00 PM - 8:00 PM,Wayne County: Livonia,Intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,40,Rain,Suspected minor injury (B),Signal,"Two-way, with continuous left-turn lane",Other
2018,September,25,11:00 AM - 12:00 noon,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Cloudy,Possible injury (C),None,"Divided highway, median strip, without traffic barrier",Other
2018,May,5,3:00 AM - 4:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-1,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,July,15,1:00 PM - 2:00 PM,Wayne County: Canton Twp.,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,15,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,July,5,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,July,15,9:00 PM - 10:00 PM,Wayne County: Livonia,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,40,Rain,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other
2018,September,3,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dusk,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,October,3,8:00 AM - 9:00 AM,Wayne County: Southgate,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Cloudy,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,February,14,1:00 PM - 2:00 PM,Wayne County: Highland Park,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-1,30,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2018,January,28,2:00 PM - 3:00 PM,Wayne County: Dearborn,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2018,January,28,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dusk,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),None,Not physically divided (two-way trafficway),Other
2018,March,27,7:00 AM - 8:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Rain,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Single motor vehicle
