Crash Year,Crash Month,Crash Day,Time of Day,City or Township,Crash: Intersection,Crash: Hit-and-Run,Lighting Conditions,Highway Class,Highway Number,Speed Limit at Crash Site,Weather Conditions (2016+),Worst Injury in Crash,Traffic Control,Trafficway,Crash Type
2014,July,26,11:00 PM - 12:00 midnight,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Suspected minor injury (B),None,"Divided highway, median strip, without traffic barrier",Other / unknown
2014,April,28,3:00 AM - 4:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,August,13,11:00 PM - 12:00 midnight,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,June,2,12:00 midnight - 1:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Michigan route,M-3,35,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,August,13,2:00 AM - 3:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,October,10,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dusk,"County road, city street, or unknown",Local road or unknown,20,Uncoded & errors,Possible injury (C),None,"Divided highway, median strip, without traffic barrier",Other / unknown
2014,February,20,10:00 AM - 11:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other / unknown
2014,June,14,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,No injury (O),None,"Divided highway, median strip, without traffic barrier",Other / unknown
2014,December,27,3:00 AM - 4:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Interstate route,M-96\I-96\I-96BS,30,Uncoded & errors,Suspected minor injury (B),Signal,"Divided highway, median strip, with traffic barrier",Other / unknown
2014,June,9,12:00 noon - 1:00 PM,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,40,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,August,10,3:00 AM - 4:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,40,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,February,24,11:00 AM - 12:00 noon,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2014,June,8,8:00 PM - 9:00 PM,Wayne County: Dearborn,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,June,28,3:00 PM - 4:00 PM,Wayne County: Westland,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-153,35,Uncoded & errors,Suspected minor injury (B),None,"Divided highway, median strip, without traffic barrier",Other / unknown
2014,May,25,5:00 AM - 6:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,20,Uncoded & errors,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,May,18,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dusk,Interstate route,M-94\I-94\I-94BL\I-94BR,70,Uncoded & errors,No injury (O),None,"Divided highway, median strip, with traffic barrier",Other / unknown
2014,December,1,3:00 PM - 4:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),Signal,"Divided highway, median strip, without traffic barrier",Other / unknown
2014,May,3,11:00 PM - 12:00 midnight,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,September,22,10:00 AM - 11:00 AM,Wayne County: Canton Twp.,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2014,March,12,10:00 AM - 11:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2014,September,3,2:00 PM - 3:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-53,40,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,February,18,8:00 AM - 9:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Possible injury (C),None,"Divided highway, median strip, with traffic barrier",Single motor vehicle
2014,August,21,7:00 PM - 8:00 PM,Wayne County: Garden City,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected minor injury (B),None,"Divided highway, median strip, without traffic barrier",Other / unknown
2014,January,13,6:00 PM - 7:00 PM,Wayne County: Romulus,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,45,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,March,12,8:00 AM - 9:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2014,April,2,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,May,31,1:00 AM - 2:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,March,8,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,No injury (O),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2014,November,20,12:00 noon - 1:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,September,16,4:00 PM - 5:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected serious injury (A),None,One-way trafficway,Single motor vehicle
2014,September,3,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2014,June,18,11:00 AM - 12:00 noon,Wayne County: Dearborn Heights,Intersection crash,Hit-and-run,Daylight,U.S. route,M-24\US-24\US-24BR,25,Uncoded & errors,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other / unknown
2014,November,19,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,U.S. route,M-24\US-24\US-24BR,45,Uncoded & errors,Possible injury (C),None,"Divided highway, median strip, with traffic barrier",Single motor vehicle
2014,January,9,9:00 PM - 10:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other / unknown
2014,May,6,2:00 PM - 3:00 PM,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,February,11,10:00 AM - 11:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Suspected minor injury (B),None,"Divided highway, median strip, without traffic barrier",Other / unknown
2014,December,18,5:00 PM - 6:00 PM,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Dark unlighted,U.S. route,M-12\US-12\US-12BL\US-12BR,35,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,November,30,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other / unknown
2014,July,30,12:00 midnight - 1:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other / unknown
2014,June,7,11:00 PM - 12:00 midnight,Wayne County: Detroit,Not intersection crash,Hit-and-run,Other / unknown,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,July,4,10:00 PM - 11:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,Michigan route,M-5,25,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,April,4,12:00 noon - 1:00 PM,Wayne County: Dearborn,Intersection crash,Hit-and-run,Daylight,U.S. route,M-24\US-24\US-24BR,25,Uncoded & errors,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2014,July,7,2:00 AM - 3:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-3,35,Uncoded & errors,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2014,May,27,11:00 PM - 12:00 midnight,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,November,24,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2014,July,1,4:00 PM - 5:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other / unknown
2014,October,24,12:00 noon - 1:00 PM,Wayne County: Livonia,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,40,Uncoded & errors,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2014,September,12,8:00 AM - 9:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,December,29,3:00 PM - 4:00 PM,Wayne County: Grosse Pointe Woods,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other / unknown
2014,October,13,1:00 PM - 2:00 PM,Wayne County: Livonia,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,45,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,October,9,6:00 AM - 7:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-102\US-102,30,Uncoded & errors,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other / unknown
2014,September,22,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,December,16,11:00 PM - 12:00 midnight,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-8\US-8,30,Uncoded & errors,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other / unknown
2014,September,16,8:00 PM - 9:00 PM,Wayne County: Brownstown Twp.,Intersection crash,Not hit-and-run,Dark unlighted,U.S. route,M-24\US-24\US-24BR,45,Uncoded & errors,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other / unknown
2014,October,2,9:00 AM - 10:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2014,October,14,7:00 PM - 8:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,No injury (O),None,Not physically divided (two-way trafficway),Other / unknown
2014,September,13,1:00 AM - 2:00 AM,Wayne County: Canton Twp.,Not intersection crash,Not hit-and-run,Dark unlighted,Interstate route,I-275,70,Uncoded & errors,Suspected serious injury (A),None,"Divided highway, median strip, with traffic barrier",Rear-end
2014,November,8,7:00 PM - 8:00 PM,Wayne County: Southgate,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,40,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,October,12,9:00 PM - 10:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-3,40,Uncoded & errors,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2014,July,12,10:00 PM - 11:00 PM,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2014,July,18,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,March,29,2:00 PM - 3:00 PM,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,One-way trafficway,Single motor vehicle
2014,February,3,1:00 PM - 2:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,November,1,4:00 AM - 5:00 AM,Wayne County: Van Buren Twp.,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,50,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,November,20,10:00 PM - 11:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,No injury (O),Stop sign,Not physically divided (two-way trafficway),Other / unknown
2014,November,19,11:00 PM - 12:00 midnight,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-1,25,Uncoded & errors,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2014,December,18,10:00 PM - 11:00 PM,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Dark unlighted,Connector,Connector 240,70,Uncoded & errors,Suspected minor injury (B),None,"Divided highway, median strip, with traffic barrier",Other / unknown
2014,July,21,12:00 midnight - 1:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,November,6,7:00 PM - 8:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,U.S. route,M-24\US-24\US-24BR,45,Uncoded & errors,Suspected minor injury (B),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2014,January,31,9:00 PM - 10:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,Michigan route,M-8\US-8,35,Uncoded & errors,Fatal injury (K),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2014,October,20,1:00 PM - 2:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),Signal,"Divided highway, median strip, with traffic barrier",Single motor vehicle
2014,January,14,7:00 AM - 8:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,January,9,6:00 PM - 7:00 PM,Wayne County: Highland Park,Not intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-1,30,Uncoded & errors,No injury (O),None,Not physically divided (two-way trafficway),Other / unknown
2014,July,15,2:00 PM - 3:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,October,13,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2014,July,26,1:00 AM - 2:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2014,September,24,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,Michigan route,M-3,35,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,June,30,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,U.S. route,M-12\US-12\US-12BL\US-12BR,35,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,March,31,2:00 PM - 3:00 PM,Wayne County: Garden City,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,40,Uncoded & errors,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other / unknown
2014,October,25,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2014,April,2,7:00 AM - 8:00 AM,Wayne County: Dearborn,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2014,September,1,9:00 PM - 10:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,November,23,4:00 AM - 5:00 AM,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,40,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,October,20,6:00 PM - 7:00 PM,Wayne County: Dearborn,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,No injury (O),Stop sign,Not physically divided (two-way trafficway),Other / unknown
2014,July,27,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Uncoded & errors,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other / unknown
2014,October,16,3:00 PM - 4:00 PM,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,40,Uncoded & errors,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2014,May,11,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2014,November,7,2:00 PM - 3:00 PM,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,October,17,7:00 PM - 8:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Fatal injury (K),None,"Divided highway, median strip, with traffic barrier",Single motor vehicle
2014,October,6,8:00 PM - 9:00 PM,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,40,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other / unknown
2014,January,20,11:00 AM - 12:00 noon,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,No injury (O),None,Not physically divided (two-way trafficway),Rear-end
2014,July,11,12:00 noon - 1:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,August,13,11:00 PM - 12:00 midnight,Wayne County: Livonia,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2014,March,7,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2014,June,29,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other / unknown
2014,October,25,11:00 AM - 12:00 noon,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other / unknown
2014,October,11,8:00 AM - 9:00 AM,Wayne County: Livonia,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,45,Uncoded & errors,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Other / unknown
2014,September,8,11:00 AM - 12:00 noon,Wayne County: Northville,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other / unknown
2014,September,7,12:00 noon - 1:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2014,October,24,9:00 AM - 10:00 AM,Wayne County: Westland,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other / unknown
